t,ns,marker_id,track_id,boresight_deg,angle_in_frame_deg,gimbal_yaw_deg,corrected_yaw_deg,yaw_correction_valid,yaw_sigma_deg,angle_error_deg,miss_distance_m,range_m
1786962005.025,,0,,,,-0.010,-4.421,True,0.423,-102.063,394.96,403.87
1786962005.125,,0,,,,-0.050,-4.472,True,0.422,-102.012,395.03,403.88
1786962005.225,,0,,,,0.000,-4.408,True,0.423,-101.992,395.06,403.88
1786962005.325,,0,,,,-0.020,-4.433,True,0.423,-102.088,394.92,403.88
1786962005.375,,0,,,,-0.040,-4.459,True,0.423,-102.158,394.82,403.88
1786962005.450,,0,,,,-0.140,-4.588,True,0.421,-102.175,394.80,403.88
1786962005.525,,0,,,,-0.180,-4.639,True,0.420,-102.217,394.74,403.89
1786962005.650,,0,,,,-0.300,-4.794,True,0.418,-102.219,394.74,403.89
1786962005.725,,0,,,,-0.260,-4.742,True,0.419,-102.207,394.76,403.89
1786962005.800,,0,,,,-0.130,-4.575,True,0.421,-102.316,394.60,403.90
1786962005.900,,0,,,,-0.040,-4.459,True,0.423,-102.428,394.44,403.90
1786962005.975,,0,,,,0.040,-4.356,True,0.424,-102.470,394.38,403.90
1786962006.075,,0,,,,0.130,-4.240,True,0.425,-102.605,394.17,403.91
1786962006.150,,0,,,,0.120,-4.253,True,0.425,-102.683,394.05,403.91
1786962006.225,,0,,,,0.020,-4.382,True,0.424,-102.792,393.88,403.91
1786962006.300,,0,,,,-0.120,-4.562,True,0.421,-102.753,393.95,403.91
1786962006.375,,0,,,,-0.210,-4.678,True,0.420,-102.731,393.98,403.91
1786962006.450,,0,,,,-0.350,-4.858,True,0.418,-102.708,394.02,403.91
1786962006.550,,0,,,,-0.340,-4.845,True,0.418,-102.669,394.08,403.91
1786962006.600,,0,,,,-0.300,-4.794,True,0.418,-102.607,394.18,403.92
1786962006.675,,0,,,,-0.190,-4.652,True,0.420,-102.671,394.08,403.92
1786962006.750,,0,,,,-0.080,-4.511,True,0.422,-102.790,393.90,403.92
1786962006.800,,0,,,,-0.010,-4.421,True,0.423,-102.908,393.71,403.92
1786962006.875,,0,,,,0.030,-4.369,True,0.424,-102.973,393.61,403.92
1786962006.950,,0,,,,-0.040,-4.459,True,0.423,-103.062,393.48,403.93
1786962007.050,,0,,,,-0.150,-4.601,True,0.421,-103.184,393.29,403.93
1786962007.150,,0,,,,-0.430,-4.961,True,0.416,-103.156,393.33,403.94
1786962007.225,,0,,,,-0.570,-5.141,True,0.414,-103.161,393.33,403.94
1786962007.275,,0,,,,-0.610,-5.193,True,0.413,-103.164,393.33,403.94
1786962007.375,,0,,,,-0.610,-5.193,True,0.413,-103.122,393.39,403.94
1786962007.475,,0,,,,-0.530,-5.090,True,0.415,-103.174,393.31,403.94
1786962007.550,,0,,,,-0.450,-4.987,True,0.416,-103.241,393.21,403.94
1786962007.625,,0,,,,-0.390,-4.910,True,0.417,-103.336,393.05,403.95
1786962007.700,,0,,,,-0.350,-4.858,True,0.418,-103.392,392.96,403.95
1786962007.775,,0,,,,-0.290,-4.781,True,0.419,-103.434,392.89,403.94
1786962007.850,,0,,,,-0.280,-4.768,True,0.419,-103.494,392.80,403.95
1786962007.925,,0,,,,-0.290,-4.781,True,0.419,-103.532,392.73,403.95
1786962008.050,,0,,,,-0.260,-4.742,True,0.419,-103.625,392.59,403.95
1786962008.125,,0,,,,-0.230,-4.704,True,0.420,-103.671,392.51,403.95
1786962008.200,,0,,,,-0.160,-4.614,True,0.421,-103.757,392.37,403.96
1786962008.300,,0,,,,-0.140,-4.588,True,0.421,-103.908,392.12,403.96
1786962008.375,,0,,,,-0.180,-4.639,True,0.420,-103.920,392.10,403.97
1786962008.475,,0,,,,-0.320,-4.819,True,0.418,-103.960,392.04,403.97
1786962008.550,,0,,,,-0.440,-4.974,True,0.416,-103.967,392.03,403.97
1786962008.625,,0,,,,-0.540,-5.103,True,0.415,-103.934,392.09,403.98
1786962008.750,,0,,,,-0.590,-5.167,True,0.414,-103.886,392.17,403.98
1786962008.825,,0,,,,-0.540,-5.103,True,0.415,-103.862,392.21,403.98
1786962008.875,,0,,,,-0.410,-4.935,True,0.417,-103.977,392.02,403.98
1786962008.950,,0,,,,-0.290,-4.781,True,0.419,-103.944,392.07,403.98
1786962009.050,,0,,,,0.010,-4.395,True,0.423,-104.027,391.93,403.98
1786962009.150,,0,,,,0.160,-4.202,True,0.426,-104.190,391.65,403.98
1786962009.225,,0,,,,0.170,-4.189,True,0.426,-104.330,391.41,403.98
1786962009.300,,0,,,,0.100,-4.279,True,0.425,-104.427,391.25,403.99
1786962009.375,,0,,,,-0.010,-4.421,True,0.423,-104.401,391.29,403.99
1786962009.450,,0,,,,-0.110,-4.549,True,0.421,-104.430,391.25,403.99
1786962009.525,,0,,,,-0.180,-4.639,True,0.420,-104.460,391.19,403.99
1786962009.625,,0,,,,-0.180,-4.639,True,0.420,-104.524,391.09,404.00
1786962009.675,,0,,,,-0.180,-4.639,True,0.420,-104.563,391.02,404.00
1786962009.800,,0,,,,-0.080,-4.511,True,0.422,-104.613,390.93,404.00
1786962009.850,,0,,,,0.010,-4.395,True,0.423,-104.724,390.73,404.00
1786962009.950,,0,,,,0.110,-4.266,True,0.425,-104.835,390.53,404.00
1786962010.050,,0,,,,0.110,-4.266,True,0.425,-104.902,390.42,404.00
1786962010.125,,0,,,,0.090,-4.292,True,0.425,-104.991,390.25,404.00
1786962010.200,,0,,,,-0.010,-4.421,True,0.423,-105.024,390.20,404.00
1786962010.300,,0,,,,-0.160,-4.614,True,0.421,-104.999,390.24,404.01
1786962010.375,,0,,,,-0.310,-4.807,True,0.418,-104.991,390.26,404.01
1786962010.450,,0,,,,-0.400,-4.922,True,0.417,-105.005,390.23,404.01
1786962010.525,,0,,,,-0.410,-4.935,True,0.417,-104.977,390.29,404.01
1786962010.600,,0,,,,-0.350,-4.858,True,0.418,-104.977,390.29,404.01
1786962010.700,,0,,,,-0.150,-4.601,True,0.421,-105.161,389.95,404.01
1786962010.775,,0,,,,-0.020,-4.433,True,0.423,-105.316,389.66,404.01
1786962010.850,,0,,,,0.220,-4.125,True,0.427,-105.505,389.31,404.02
1786962010.925,,0,,,,0.400,-3.893,True,0.430,-105.702,388.94,404.02
1786962011.000,,0,,,,0.470,-3.803,True,0.431,-105.923,388.52,404.02
1786962011.075,,0,,,,0.410,-3.880,True,0.430,-105.956,388.46,404.02
1786962011.150,,0,,,,0.310,-4.009,True,0.428,-106.048,388.28,404.02
1786962011.225,,0,,,,0.120,-4.253,True,0.425,-105.993,388.39,404.03
1786962011.300,,0,,,,0.050,-4.343,True,0.424,-105.907,388.56,404.03
1786962011.400,,0,,,,-0.110,-4.549,True,0.421,-105.933,388.51,404.03
1786962011.475,,0,,,,-0.200,-4.665,True,0.420,-105.968,388.44,404.03
1786962011.575,,0,,,,-0.250,-4.729,True,0.419,-106.094,388.20,404.03
1786962011.675,,0,,,,-0.250,-4.729,True,0.419,-106.241,387.92,404.04
1786962011.750,,0,,,,-0.200,-4.665,True,0.420,-106.311,387.78,404.04
1786962011.850,,0,,,,-0.180,-4.639,True,0.420,-106.441,387.53,404.05
1786962011.950,,0,,,,-0.040,-4.459,True,0.423,-106.544,387.32,404.04
1786962012.025,,0,,,,0.070,-4.318,True,0.424,-106.654,387.10,404.05
1786962012.100,,0,,,,0.140,-4.228,True,0.426,-106.839,386.72,404.05
1786962012.175,,0,,,,0.130,-4.240,True,0.425,-107.042,386.31,404.05
1786962012.250,,0,,,,0.070,-4.318,True,0.424,-107.169,386.05,404.05
1786962012.325,,0,,,,0.000,-4.408,True,0.423,-107.277,385.82,404.05
1786962012.425,,0,,,,-0.170,-4.626,True,0.420,-107.349,385.68,404.06
1786962012.525,,0,,,,-0.360,-4.871,True,0.417,-107.356,385.66,404.06
1786962012.625,,0,,,,-0.480,-5.025,True,0.416,-107.334,385.71,404.06
1786962012.700,,0,,,,-0.520,-5.077,True,0.415,-107.320,385.74,404.06
1786962012.800,,0,,,,-0.450,-4.987,True,0.416,-107.297,385.79,404.07
1786962012.850,,0,,,,-0.310,-4.807,True,0.418,-107.408,385.56,404.07
1786962012.925,,0,,,,-0.070,-4.498,True,0.422,-107.468,385.43,404.07
1786962013.025,,0,,,,0.290,-4.035,True,0.428,-107.673,385.00,404.07
1786962013.125,,0,,,,0.440,-3.842,True,0.430,-107.997,384.30,404.07
1786962013.175,,0,,,,0.470,-3.803,True,0.431,-108.081,384.12,404.07
1786962013.250,,0,,,,0.340,-3.970,True,0.429,-108.216,383.83,404.08
1786962013.325,,0,,,,0.050,-4.343,True,0.424,-108.289,383.67,404.08
1786962013.400,,0,,,,-0.160,-4.614,True,0.421,-108.203,383.86,404.08
1786962013.450,,0,,,,-0.380,-4.897,True,0.417,-108.204,383.86,404.09
1786962013.550,,0,,,,-0.560,-5.128,True,0.414,-108.062,384.17,404.09
1786962013.625,,0,,,,-0.470,-5.012,True,0.416,-108.056,384.19,404.09
1786962013.675,,0,,,,-0.390,-4.910,True,0.417,-108.240,383.79,404.09
1786962013.750,,0,,,,-0.040,-4.459,True,0.423,-108.324,383.60,404.09
1786962013.825,,0,,,,0.420,-3.867,True,0.430,-108.627,382.93,404.10
1786962013.900,,0,,,,0.600,-3.636,True,0.433,-108.846,382.43,404.09
1786962013.950,,0,,,,0.640,-3.584,True,0.434,-108.962,382.17,404.09
1786962014.050,,0,,,,0.530,-3.726,True,0.432,-109.181,381.67,404.10
1786962014.100,,0,,,,0.300,-4.022,True,0.428,-109.276,381.44,404.10
1786962014.150,,0,,,,0.030,-4.369,True,0.424,-109.160,381.71,404.10
1786962014.250,,0,,,,-0.300,-4.794,True,0.418,-109.193,381.65,404.11
1786962014.325,,0,,,,-0.610,-5.193,True,0.413,-109.188,381.66,404.11
1786962014.400,,0,,,,-0.790,-5.424,True,0.411,-109.047,381.99,404.11
1786962014.475,,0,,,,-0.750,-5.373,True,0.411,-109.171,381.71,404.12
1786962014.550,,0,,,,-0.550,-5.115,True,0.414,-109.206,381.62,404.12
1786962014.625,,0,,,,-0.170,-4.626,True,0.420,-109.325,381.35,404.12
1786962014.700,,0,,,,0.150,-4.215,True,0.426,-109.594,380.72,404.12
1786962014.800,,0,,,,0.470,-3.803,True,0.431,-109.760,380.33,404.12
1786962014.875,,0,,,,0.530,-3.726,True,0.432,-109.907,379.98,404.13
1786962014.950,,0,,,,0.490,-3.777,True,0.431,-110.059,379.61,404.12
1786962015.025,,0,,,,0.300,-4.022,True,0.428,-110.156,379.38,404.13
1786962015.125,,0,,,,-0.120,-4.562,True,0.421,-110.190,379.30,404.13
1786962015.225,,0,,,,-0.460,-5.000,True,0.416,-110.106,379.51,404.14
1786962015.350,,0,,,,-0.470,-5.012,True,0.416,-110.013,379.73,404.14
1786962015.425,,0,,,,-0.280,-4.768,True,0.419,-110.086,379.56,404.14
1786962015.475,,0,,,,-0.070,-4.498,True,0.422,-110.356,378.91,404.14
1786962015.575,,0,,,,0.300,-4.022,True,0.428,-110.613,378.27,404.14
1786962015.675,,0,,,,0.460,-3.816,True,0.431,-110.912,377.53,404.15
1786962015.750,,0,,,,0.440,-3.842,True,0.430,-111.183,376.84,404.15
1786962015.850,,0,,,,0.220,-4.125,True,0.427,-111.232,376.73,404.16
1786962015.900,,0,,,,0.030,-4.369,True,0.424,-111.261,376.66,404.16
1786962015.975,,0,,,,-0.220,-4.691,True,0.420,-111.169,376.89,404.16
1786962016.075,,0,,,,-0.410,-4.935,True,0.417,-111.203,376.81,404.17
1786962016.125,,0,,,,-0.430,-4.961,True,0.416,-111.163,376.91,404.17
1786962016.175,,0,,,,-0.410,-4.935,True,0.417,-111.142,376.97,404.18
1786962016.250,,0,,,,-0.320,-4.819,True,0.418,-111.214,376.79,404.18
1786962016.325,,0,,,,-0.160,-4.614,True,0.421,-111.208,376.80,404.18
1786962016.400,,0,,,,0.000,-4.408,True,0.423,-111.388,376.35,404.18
1786962016.475,,0,,,,0.020,-4.382,True,0.424,-111.480,376.11,404.18
1786962016.525,,0,,,,0.000,-4.408,True,0.423,-111.604,375.79,404.18
1786962016.600,,0,,,,-0.050,-4.472,True,0.422,-111.630,375.72,404.19
1786962016.700,,0,,,,-0.150,-4.601,True,0.421,-111.630,375.73,404.19
1786962016.750,,0,,,,-0.160,-4.614,True,0.421,-111.704,375.53,404.19
1786962016.850,,0,,,,-0.100,-4.536,True,0.422,-111.750,375.42,404.20
1786962016.900,,0,,,,0.000,-4.408,True,0.423,-111.854,375.15,404.20
1786962016.975,,0,,,,0.130,-4.240,True,0.425,-112.044,374.65,404.20
1786962017.025,,0,,,,0.290,-4.035,True,0.428,-112.114,374.47,404.20
1786962017.100,,0,,,,0.360,-3.945,True,0.429,-112.312,373.94,404.21
1786962017.175,,0,,,,0.400,-3.893,True,0.430,-112.432,373.62,404.20
1786962017.225,,0,,,,0.370,-3.932,True,0.429,-112.530,373.36,404.21
1786962017.350,,0,,,,0.200,-4.150,True,0.426,-112.524,373.38,404.21
1786962017.400,,0,,,,0.100,-4.279,True,0.425,-112.537,373.35,404.22
1786962017.500,,0,,,,0.020,-4.382,True,0.424,-112.541,373.34,404.22
1786962017.600,,0,,,,0.080,-4.305,True,0.425,-112.627,373.11,404.23
1786962017.675,,0,,,,0.170,-4.189,True,0.426,-112.767,372.73,404.23
1786962017.750,,0,,,,0.330,-3.983,True,0.429,-112.904,372.36,404.23
1786962017.850,,0,,,,0.510,-3.752,True,0.432,-112.954,372.22,404.23
1786962017.875,,0,,,,0.610,-3.623,True,0.433,-113.188,371.58,404.24
1786962017.975,,0,,,,0.720,-3.481,True,0.435,-113.332,371.18,404.24
1786962018.025,,0,,,,0.720,-3.481,True,0.435,-113.492,370.74,404.24
1786962018.125,,0,,,,0.700,-3.507,True,0.435,-113.609,370.41,404.25
1786962018.200,,0,,,,0.580,-3.661,True,0.433,-113.651,370.30,404.25
1786962018.275,,0,,,,0.480,-3.790,True,0.431,-113.650,370.30,404.26
1786962018.375,,0,,,,0.290,-4.035,True,0.428,-113.577,370.51,404.25
1786962018.475,,0,,,,0.140,-4.228,True,0.426,-113.510,370.70,404.26
1786962018.550,,0,,,,0.130,-4.240,True,0.425,-113.591,370.47,404.26
1786962018.675,,0,,,,0.200,-4.150,True,0.426,-113.651,370.31,404.27
1786962018.775,,0,,,,0.350,-3.957,True,0.429,-113.716,370.13,404.27
1786962018.850,,0,,,,0.370,-3.932,True,0.429,-113.818,369.84,404.28
1786962018.925,,0,,,,0.430,-3.854,True,0.430,-114.055,369.16,404.27
1786962019.025,,0,,,,0.520,-3.739,True,0.432,-114.203,368.74,404.28
1786962019.100,,0,,,,0.570,-3.674,True,0.433,-114.410,368.15,404.28
1786962019.175,,0,,,,0.600,-3.636,True,0.433,-114.565,367.69,404.28
1786962019.275,,0,,,,0.620,-3.610,True,0.433,-114.613,367.56,404.29
1786962019.375,,0,,,,0.590,-3.649,True,0.433,-114.653,367.44,404.29
1786962019.450,,0,,,,0.540,-3.713,True,0.432,-114.683,367.36,404.30
1786962019.500,,0,,,,0.520,-3.739,True,0.432,-114.664,367.42,404.30
1786962019.575,,0,,,,0.500,-3.764,True,0.431,-114.780,367.08,404.30
1786962019.650,,0,,,,0.500,-3.764,True,0.431,-114.820,366.97,404.31
1786962019.700,,0,,,,0.500,-3.764,True,0.431,-114.870,366.82,404.31
1786962019.750,,0,,,,0.550,-3.700,True,0.432,-114.946,366.59,404.31
1786962019.825,,0,,,,0.610,-3.623,True,0.433,-114.964,366.54,404.32
1786962019.900,,0,,,,0.690,-3.520,True,0.435,-115.072,366.22,404.32
1786962019.975,,0,,,,0.760,-3.430,True,0.436,-115.217,365.78,404.32
1786962020.050,,0,,,,0.840,-3.327,True,0.437,-115.246,365.71,404.33
1786962020.125,,0,,,,0.880,-3.275,True,0.438,-115.312,365.51,404.32
1786962020.200,,0,,,,0.940,-3.198,True,0.439,-115.329,365.46,404.33
1786962020.275,,0,,,,1.000,-3.121,True,0.440,-115.393,365.27,404.34
1786962020.375,,0,,,,1.110,-2.979,True,0.442,-115.485,364.99,404.33
1786962020.450,,0,,,,1.090,-3.005,True,0.441,-115.670,364.43,404.34
1786962020.525,,0,,,,1.030,-3.082,True,0.440,-115.783,364.09,404.34
1786962020.600,,0,,,,0.940,-3.198,True,0.439,-115.796,364.05,404.35
1786962020.725,,0,,,,0.720,-3.481,True,0.435,-115.716,364.30,404.35
1786962020.800,,0,,,,0.580,-3.661,True,0.433,-115.645,364.52,404.35
1786962020.875,,0,,,,0.440,-3.842,True,0.430,-115.741,364.23,404.36
1786962020.950,,0,,,,0.430,-3.854,True,0.430,-115.770,364.14,404.35
1786962021.025,,0,,,,0.470,-3.803,True,0.431,-115.657,364.49,404.36
1786962021.100,,0,,,,0.610,-3.623,True,0.433,-115.709,364.33,404.36
1786962021.175,,0,,,,0.840,-3.327,True,0.437,-115.894,363.76,404.36
1786962021.250,,0,,,,0.990,-3.134,True,0.440,-115.979,363.51,404.37
1786962021.350,,0,,,,1.150,-2.928,True,0.442,-116.143,363.00,404.37
1786962021.425,,0,,,,1.180,-2.889,True,0.443,-116.423,362.13,404.38
1786962021.475,,0,,,,1.130,-2.954,True,0.442,-116.541,361.76,404.38
1786962021.550,,0,,,,1.010,-3.108,True,0.440,-116.768,361.04,404.38
1786962021.625,,0,,,,0.810,-3.365,True,0.437,-116.679,361.33,404.39
1786962021.700,,0,,,,0.660,-3.558,True,0.434,-116.499,361.91,404.39
1786962021.750,,0,,,,0.630,-3.597,True,0.434,-116.605,361.57,404.39
1786962021.825,,0,,,,0.590,-3.649,True,0.433,-116.662,361.40,404.40
1786962021.900,,0,,,,0.630,-3.597,True,0.434,-116.709,361.25,404.40
1786962021.950,,0,,,,0.730,-3.468,True,0.435,-116.768,361.06,404.40
1786962022.025,,0,,,,0.890,-3.263,True,0.438,-116.774,361.05,404.40
1786962022.125,,0,,,,1.100,-2.992,True,0.441,-116.825,360.89,404.40
1786962022.200,,0,,,,1.180,-2.889,True,0.443,-116.894,360.67,404.40
1786962022.275,,0,,,,1.190,-2.877,True,0.443,-117.023,360.26,404.41
1786962022.350,,0,,,,1.170,-2.902,True,0.443,-117.058,360.14,404.40
1786962022.500,,0,,,,0.890,-3.263,True,0.438,-116.928,360.56,404.41
1786962022.575,,0,,,,0.800,-3.378,True,0.436,-116.958,360.46,404.40
1786962022.725,,0,,,,0.860,-3.301,True,0.437,-117.101,360.01,404.42
1786962022.825,,0,,,,1.040,-3.070,True,0.440,-117.535,358.62,404.43
1786962022.950,,0,,,,1.350,-2.671,True,0.446,-117.714,358.03,404.43
1786962023.125,,0,,,,1.540,-2.426,True,0.449,-118.093,356.79,404.44
1786962023.175,,0,,,,1.510,-2.465,True,0.448,-118.239,356.30,404.44
1786962023.450,,0,,,,0.810,-3.365,True,0.437,-117.725,358.02,404.45
1786962023.550,,0,,,,0.590,-3.649,True,0.433,-117.849,357.61,404.45
1786962023.675,,0,,,,0.480,-3.790,True,0.431,-117.712,358.06,404.46
1786962023.850,,0,,,,0.670,-3.546,True,0.434,-117.685,358.15,404.46
1786962023.925,,0,,,,0.860,-3.301,True,0.437,-118.271,356.21,404.45
1786962024.000,,0,,,,0.990,-3.134,True,0.440,-118.312,356.08,404.46
1786962024.075,,0,,,,1.020,-3.095,True,0.440,-118.460,355.58,404.46
1786962024.150,,0,,,,1.030,-3.082,True,0.440,-118.515,355.40,404.46
1786962024.200,,0,,,,0.980,-3.147,True,0.439,-118.571,355.21,404.47
1786962024.275,,0,,,,1.000,-3.121,True,0.440,-118.606,355.10,404.47
1786962024.400,,0,,,,1.130,-2.954,True,0.442,-118.659,354.92,404.47
1786962024.475,,0,,,,1.260,-2.786,True,0.444,-118.917,354.05,404.48
1786962024.525,,0,,,,1.280,-2.761,True,0.444,-119.024,353.68,404.47
1786962024.625,,0,,,,1.440,-2.555,True,0.447,-119.114,353.38,404.48
1786962024.700,,0,,,,1.530,-2.439,True,0.449,-119.185,353.13,404.48
1786962024.800,,0,,,,1.550,-2.413,True,0.449,-119.205,353.07,404.49
1786962024.900,,0,,,,1.480,-2.503,True,0.448,-119.274,352.84,404.49
1786962025.000,,0,,,,1.380,-2.632,True,0.446,-119.291,352.78,404.50
1786962025.075,,0,,,,1.220,-2.838,True,0.443,-119.427,352.31,404.50
1786962025.175,,0,,,,0.970,-3.160,True,0.439,-119.333,352.64,404.50
1786962025.325,,0,,,,0.750,-3.443,True,0.436,-119.447,352.25,404.51
1786962025.400,,0,,,,0.680,-3.533,True,0.434,-119.466,352.19,404.51
1786962025.475,,0,,,,0.660,-3.558,True,0.434,-119.562,351.86,404.52
1786962025.575,,0,,,,0.630,-3.597,True,0.434,-119.402,352.41,404.51
1786962025.650,,0,,,,0.690,-3.520,True,0.435,-119.498,352.08,404.52
1786962025.725,,0,,,,0.730,-3.468,True,0.435,-119.584,351.78,404.51
1786962025.800,,0,,,,0.710,-3.494,True,0.435,-119.701,351.37,404.51
1786962025.900,,0,,,,0.760,-3.430,True,0.436,-119.758,351.17,404.51
1786962025.950,,0,,,,0.780,-3.404,True,0.436,-119.886,350.72,404.51
1786962026.050,,0,,,,0.800,-3.378,True,0.436,-119.970,350.43,404.52
1786962026.100,,0,,,,0.850,-3.314,True,0.437,-119.984,350.38,404.52
1786962026.200,,0,,,,0.980,-3.147,True,0.439,-120.174,349.72,404.53
1786962026.250,,0,,,,1.030,-3.082,True,0.440,-120.336,349.14,404.54
1786962026.300,,0,,,,1.110,-2.979,True,0.442,-120.426,348.82,404.53
1786962026.425,,0,,,,1.130,-2.954,True,0.442,-120.626,348.11,404.54
1786962026.500,,0,,,,1.170,-2.902,True,0.443,-120.740,347.71,404.55
1786962026.574,,0,,,,1.220,-2.838,True,0.443,-120.871,347.23,404.54
1786962026.625,,0,,,,1.200,-2.864,True,0.443,-120.954,346.94,404.55
1786962026.700,,0,,,,1.210,-2.851,True,0.443,-121.067,346.53,404.56
1786962026.825,,0,,,,1.160,-2.915,True,0.442,-120.777,347.58,404.55
1786962026.900,,0,,,,1.120,-2.967,True,0.442,-120.723,347.77,404.55
1786962026.975,,0,,,,1.020,-3.095,True,0.440,-120.905,347.11,404.55
1786962027.050,,0,,,,0.940,-3.198,True,0.439,-120.883,347.20,404.56
1786962027.125,,0,,,,0.870,-3.288,True,0.438,-120.913,347.09,404.56
1786962027.200,,0,,,,0.750,-3.443,True,0.436,-120.904,347.13,404.57
1786962027.275,,0,,,,0.700,-3.507,True,0.435,-121.009,346.75,404.57
1786962027.350,,0,,,,0.700,-3.507,True,0.435,-120.976,346.87,404.57
1786962027.425,,0,,,,0.690,-3.520,True,0.435,-120.980,346.86,404.57
1786962027.475,,0,,,,0.690,-3.520,True,0.435,-121.009,346.76,404.57
1786962027.575,,0,,,,0.700,-3.507,True,0.435,-121.055,346.59,404.57
1786962027.675,,0,,,,0.680,-3.533,True,0.434,-121.120,346.35,404.58
1786962027.725,,0,,,,0.710,-3.494,True,0.435,-121.171,346.16,404.57
1786962027.825,,0,,,,0.740,-3.456,True,0.435,-121.236,345.93,404.58
1786962027.900,,0,,,,0.780,-3.404,True,0.436,-121.315,345.64,404.58
1786962027.950,,0,,,,0.950,-3.185,True,0.439,-121.513,344.91,404.58
1786962028.025,,0,,,,1.030,-3.082,True,0.440,-121.550,344.78,404.58
1786962028.125,,0,,,,1.250,-2.799,True,0.444,-121.720,344.15,404.59
1786962028.225,,0,,,,1.380,-2.632,True,0.446,-121.896,343.50,404.59
1786962028.275,,0,,,,1.380,-2.632,True,0.446,-121.961,343.26,404.60
1786962028.375,,0,,,,1.310,-2.722,True,0.445,-121.967,343.24,404.59
1786962028.450,,0,,,,1.280,-2.761,True,0.444,-122.011,343.08,404.60
1786962028.525,,0,,,,1.190,-2.877,True,0.443,-121.916,343.43,404.60
1786962028.650,,0,,,,1.190,-2.877,True,0.443,-121.842,343.71,404.60
1786962028.750,,0,,,,1.250,-2.799,True,0.444,-121.949,343.31,404.60
1786962028.825,,0,,,,1.330,-2.696,True,0.445,-122.141,342.60,404.61
1786962028.899,,0,,,,1.370,-2.645,True,0.446,-122.158,342.54,404.61
1786962028.974,,0,,,,1.340,-2.684,True,0.445,-122.325,341.91,404.61
1786962029.074,,0,,,,1.230,-2.825,True,0.444,-122.272,342.12,404.62
1786962029.150,,0,,,,1.070,-3.031,True,0.441,-122.172,342.49,404.61
1786962029.224,,0,,,,0.890,-3.263,True,0.438,-122.055,342.93,404.62
1786962029.324,,0,,,,0.770,-3.417,True,0.436,-121.964,343.27,404.62
1786962029.500,,0,,,,0.700,-3.507,True,0.435,-121.797,343.89,404.62
1786962029.574,,0,,,,0.770,-3.417,True,0.436,-122.054,342.93,404.62
1786962029.649,,0,,,,0.910,-3.237,True,0.438,-122.221,342.31,404.62
1786962029.699,,0,,,,0.940,-3.198,True,0.439,-122.296,342.03,404.62
1786962029.775,,0,,,,1.060,-3.044,True,0.441,-122.430,341.52,404.62
1786962029.899,,0,,,,1.170,-2.902,True,0.443,-122.445,341.47,404.63
1786962029.975,,0,,,,1.180,-2.889,True,0.443,-122.593,340.91,404.63
1786962030.049,,0,,,,1.170,-2.902,True,0.443,-122.644,340.72,404.63
1786962030.100,,0,,,,1.140,-2.941,True,0.442,-122.610,340.85,404.63
1786962030.149,,0,,,,1.150,-2.928,True,0.442,-122.704,340.49,404.63
1786962030.224,,0,,,,1.160,-2.915,True,0.442,-122.652,340.69,404.63
1786962030.349,,0,,,,1.320,-2.709,True,0.445,-122.879,339.82,404.63
1786962030.424,,0,,,,1.510,-2.465,True,0.448,-122.950,339.55,404.64
1786962030.475,,0,,,,1.640,-2.298,True,0.451,-123.052,339.16,404.64
1786962030.524,,0,,,,1.740,-2.169,True,0.452,-123.083,339.04,404.64
1786962030.624,,0,,,,1.860,-2.014,True,0.454,-123.173,338.70,404.65
1786962030.699,,0,,,,1.920,-1.937,True,0.455,-123.314,338.15,404.65
1786962030.824,,0,,,,1.750,-2.156,True,0.452,-123.348,338.03,404.66
1786962030.874,,0,,,,1.580,-2.375,True,0.450,-123.335,338.08,404.66
1786962030.999,,0,,,,1.190,-2.877,True,0.443,-123.128,338.89,404.66
1786962031.099,,0,,,,0.880,-3.275,True,0.438,-123.260,338.38,404.67
1786962031.199,,0,,,,0.710,-3.494,True,0.435,-123.022,339.29,404.67
1786962031.249,,0,,,,0.670,-3.546,True,0.434,-123.045,339.21,404.67
1786962031.399,,0,,,,0.800,-3.378,True,0.436,-123.459,337.61,404.67
1786962031.474,,0,,,,0.880,-3.275,True,0.438,-123.832,336.15,404.67
1786962031.574,,0,,,,1.000,-3.121,True,0.440,-124.045,335.30,404.67
1786962031.649,,0,,,,1.020,-3.095,True,0.440,-123.903,335.87,404.67
1786962031.724,,0,,,,0.950,-3.185,True,0.439,-124.079,335.18,404.67
1786962031.800,,0,,,,0.910,-3.237,True,0.438,-124.158,334.87,404.68
1786962031.899,,0,,,,0.750,-3.443,True,0.436,-124.045,335.32,404.68
1786962031.999,,0,,,,0.780,-3.404,True,0.436,-124.083,335.17,404.69
1786962032.074,,0,,,,0.900,-3.250,True,0.438,-124.352,334.11,404.69
1786962032.149,,0,,,,1.140,-2.941,True,0.442,-124.467,333.65,404.69
1786962032.224,,0,,,,1.350,-2.671,True,0.446,-124.715,332.66,404.70
1786962032.324,,0,,,,1.500,-2.478,True,0.448,-124.924,331.82,404.70
1786962032.424,,0,,,,1.480,-2.503,True,0.448,-124.891,331.96,404.71
1786962032.524,,0,,,,1.310,-2.722,True,0.445,-124.844,332.15,404.71
1786962032.599,,0,,,,1.170,-2.902,True,0.443,-124.545,333.36,404.72
1786962032.674,,0,,,,1.060,-3.044,True,0.441,-124.643,332.97,404.72
