t,ns,marker_id,track_id,boresight_deg,angle_in_frame_deg,gimbal_yaw_deg,corrected_yaw_deg,yaw_correction_valid,yaw_sigma_deg,angle_error_deg,miss_distance_m,range_m
1786962062.951,,0,,,,0.030,-4.369,True,0.424,-89.259,404.89,404.92
1786962063.001,,0,,,,0.000,-4.408,True,0.423,-89.162,404.88,404.92
1786962063.076,,0,,,,0.000,-4.408,True,0.423,-89.188,404.88,404.92
1786962063.176,,0,,,,-0.030,-4.446,True,0.423,-89.115,404.87,404.92
1786962063.251,,0,,,,0.000,-4.408,True,0.423,-88.986,404.86,404.93
1786962063.351,,0,,,,0.000,-4.408,True,0.423,-88.776,404.83,404.92
1786962063.401,,0,,,,0.000,-4.408,True,0.423,-88.707,404.82,404.92
1786962063.501,,0,,,,0.060,-4.331,True,0.424,-88.442,404.77,404.92
1786962063.576,,0,,,,0.080,-4.305,True,0.425,-88.387,404.76,404.92
1786962063.651,,0,,,,0.110,-4.266,True,0.425,-88.403,404.77,404.92
1786962063.726,,0,,,,0.090,-4.292,True,0.425,-88.355,404.76,404.92
1786962063.801,,0,,,,0.070,-4.318,True,0.424,-88.389,404.77,404.93
1786962063.876,,0,,,,0.030,-4.369,True,0.424,-88.251,404.74,404.93
1786962063.951,,0,,,,-0.020,-4.433,True,0.423,-88.119,404.71,404.93
1786962064.051,,0,,,,-0.150,-4.601,True,0.421,-87.874,404.65,404.93
1786962064.126,,0,,,,-0.270,-4.755,True,0.419,-87.852,404.65,404.93
1786962064.201,,0,,,,-0.410,-4.935,True,0.417,-87.560,404.56,404.93
1786962064.326,,0,,,,-0.640,-5.231,True,0.413,-87.429,404.52,404.93
1786962064.401,,0,,,,-0.700,-5.308,True,0.412,-87.067,404.40,404.93
1786962064.476,,0,,,,-0.730,-5.347,True,0.412,-86.943,404.36,404.93
1786962064.526,,0,,,,-0.730,-5.347,True,0.412,-86.816,404.31,404.93
1786962064.626,,0,,,,-0.710,-5.321,True,0.412,-86.787,404.30,404.93
1786962064.726,,0,,,,-0.650,-5.244,True,0.413,-86.836,404.32,404.93
1786962064.801,,0,,,,-0.640,-5.231,True,0.413,-86.892,404.34,404.94
1786962064.876,,0,,,,-0.610,-5.193,True,0.413,-86.836,404.32,404.94
1786962064.951,,0,,,,-0.590,-5.167,True,0.414,-86.806,404.31,404.93
1786962065.026,,0,,,,-0.610,-5.193,True,0.413,-86.819,404.31,404.94
1786962065.076,,0,,,,-0.650,-5.244,True,0.413,-86.759,404.29,404.94
1786962065.151,,0,,,,-0.640,-5.231,True,0.413,-86.724,404.27,404.93
1786962065.251,,0,,,,-0.570,-5.141,True,0.414,-86.628,404.23,404.94
1786962065.301,,0,,,,-0.470,-5.012,True,0.416,-86.421,404.14,404.93
1786962065.426,,0,,,,-0.170,-4.626,True,0.420,-86.342,404.11,404.94
1786962065.501,,0,,,,0.000,-4.408,True,0.423,-86.302,404.09,404.94
1786962065.601,,0,,,,0.190,-4.163,True,0.426,-86.120,404.01,404.93
1786962065.651,,0,,,,0.230,-4.112,True,0.427,-86.020,403.96,404.94
1786962065.726,,0,,,,0.230,-4.112,True,0.427,-86.069,403.98,404.94
1786962065.826,,0,,,,0.070,-4.318,True,0.424,-85.951,403.93,404.94
1786962065.901,,0,,,,-0.010,-4.421,True,0.423,-85.650,403.77,404.93
1786962065.951,,0,,,,-0.120,-4.562,True,0.421,-85.491,403.68,404.93
1786962066.026,,0,,,,-0.160,-4.614,True,0.421,-85.260,403.55,404.93
1786962066.126,,0,,,,-0.070,-4.498,True,0.422,-85.015,403.40,404.93
1786962066.201,,0,,,,0.030,-4.369,True,0.424,-85.154,403.49,404.93
1786962066.301,,0,,,,0.110,-4.266,True,0.425,-85.239,403.54,404.93
1786962066.376,,0,,,,0.150,-4.215,True,0.426,-85.202,403.51,404.93
1786962066.501,,0,,,,0.080,-4.305,True,0.425,-85.212,403.52,404.94
1786962066.551,,0,,,,0.040,-4.356,True,0.424,-85.098,403.46,404.94
1786962066.626,,0,,,,-0.040,-4.459,True,0.423,-84.936,403.36,404.94
1786962066.726,,0,,,,-0.110,-4.549,True,0.421,-84.821,403.28,404.94
1786962066.801,,0,,,,-0.110,-4.549,True,0.421,-84.674,403.19,404.94
1786962066.901,,0,,,,0.010,-4.395,True,0.423,-84.469,403.05,404.94
1786962066.976,,0,,,,0.140,-4.228,True,0.426,-84.427,403.02,404.94
1786962067.101,,0,,,,0.350,-3.957,True,0.429,-84.440,403.03,404.94
1786962067.176,,0,,,,0.420,-3.867,True,0.430,-84.313,402.94,404.94
1786962067.251,,0,,,,0.490,-3.777,True,0.431,-84.287,402.93,404.94
1786962067.351,,0,,,,0.500,-3.764,True,0.431,-84.178,402.85,404.94
1786962067.476,,0,,,,0.550,-3.700,True,0.432,-84.083,402.79,404.94
1786962067.551,,0,,,,0.550,-3.700,True,0.432,-84.073,402.77,404.94
1786962067.626,,0,,,,0.580,-3.661,True,0.433,-83.835,402.60,404.94
1786962067.701,,0,,,,0.580,-3.661,True,0.433,-83.810,402.58,404.94
1786962067.776,,0,,,,0.520,-3.739,True,0.432,-83.783,402.56,404.94
1786962067.851,,0,,,,0.410,-3.880,True,0.430,-83.748,402.54,404.95
1786962067.926,,0,,,,0.370,-3.932,True,0.429,-83.645,402.46,404.95
1786962068.001,,0,,,,0.320,-3.996,True,0.428,-83.560,402.39,404.95
1786962068.101,,0,,,,0.390,-3.906,True,0.430,-83.435,402.29,404.95
1786962068.176,,0,,,,0.490,-3.777,True,0.431,-83.367,402.23,404.94
1786962068.251,,0,,,,0.660,-3.558,True,0.434,-83.216,402.11,404.94
1786962068.326,,0,,,,0.820,-3.353,True,0.437,-83.177,402.07,404.94
1786962068.426,,0,,,,0.930,-3.211,True,0.439,-83.265,402.15,404.94
1786962068.476,,0,,,,0.890,-3.263,True,0.438,-83.239,402.13,404.94
1786962068.576,,0,,,,0.730,-3.468,True,0.435,-83.261,402.15,404.94
1786962068.651,,0,,,,0.580,-3.661,True,0.433,-83.215,402.11,404.95
1786962068.726,,0,,,,0.420,-3.867,True,0.430,-83.170,402.07,404.95
1786962068.801,,0,,,,0.390,-3.906,True,0.430,-83.117,402.03,404.95
1786962068.876,,0,,,,0.440,-3.842,True,0.430,-83.098,402.02,404.95
1786962068.976,,0,,,,0.570,-3.674,True,0.433,-82.988,401.92,404.95
1786962069.076,,0,,,,0.820,-3.353,True,0.437,-82.851,401.80,404.95
1786962069.151,,0,,,,0.980,-3.147,True,0.439,-82.824,401.77,404.95
1786962069.251,,0,,,,1.010,-3.108,True,0.440,-82.868,401.82,404.95
1786962069.326,,0,,,,0.950,-3.185,True,0.439,-82.930,401.87,404.95
1786962069.451,,0,,,,0.730,-3.468,True,0.435,-82.950,401.89,404.95
1786962069.526,,0,,,,0.640,-3.584,True,0.434,-82.875,401.83,404.95
1786962069.576,,0,,,,0.530,-3.726,True,0.432,-82.830,401.79,404.95
1786962069.701,,0,,,,0.420,-3.867,True,0.430,-82.759,401.73,404.96
1786962069.776,,0,,,,0.390,-3.906,True,0.430,-82.725,401.70,404.96
1786962069.876,,0,,,,0.430,-3.854,True,0.430,-82.645,401.63,404.96
1786962070.051,,0,,,,0.540,-3.713,True,0.432,-82.502,401.50,404.96
1786962070.126,,0,,,,0.600,-3.636,True,0.433,-82.486,401.49,404.96
1786962070.201,,0,,,,0.530,-3.726,True,0.432,-82.486,401.49,404.97
1786962070.326,,0,,,,0.360,-3.945,True,0.429,-82.410,401.42,404.97
1786962070.401,,0,,,,0.200,-4.150,True,0.426,-82.445,401.45,404.97
1786962070.451,,0,,,,-0.020,-4.433,True,0.423,-82.371,401.39,404.97
1786962070.551,,0,,,,-0.160,-4.614,True,0.421,-82.301,401.32,404.97
1786962070.676,,0,,,,-0.170,-4.626,True,0.420,-82.160,401.19,404.97
1786962070.726,,0,,,,-0.100,-4.536,True,0.422,-82.054,401.08,404.97
1786962070.826,,0,,,,-0.030,-4.446,True,0.423,-82.051,401.08,404.97
1786962070.901,,0,,,,-0.010,-4.421,True,0.423,-82.026,401.05,404.97
1786962070.976,,0,,,,-0.030,-4.446,True,0.423,-81.927,400.95,404.97
1786962071.076,,0,,,,-0.120,-4.562,True,0.421,-82.129,401.16,404.97
1786962071.151,,0,,,,-0.150,-4.601,True,0.421,-82.160,401.19,404.97
1786962071.251,,0,,,,-0.110,-4.549,True,0.421,-82.051,401.08,404.98
1786962071.326,,0,,,,0.000,-4.408,True,0.423,-82.179,401.21,404.98
1786962071.426,,0,,,,0.080,-4.305,True,0.425,-82.169,401.20,404.98
1786962071.501,,0,,,,0.110,-4.266,True,0.425,-82.126,401.16,404.98
1786962071.626,,0,,,,0.000,-4.408,True,0.423,-82.301,401.33,404.98
1786962071.751,,0,,,,-0.200,-4.665,True,0.420,-82.161,401.19,404.98
1786962071.901,,0,,,,-0.210,-4.678,True,0.420,-81.914,400.95,404.97
1786962071.976,,0,,,,-0.050,-4.472,True,0.422,-81.921,400.95,404.97
1786962072.151,,0,,,,0.270,-4.060,True,0.428,-81.961,401.00,404.98
1786962072.226,,0,,,,0.220,-4.125,True,0.427,-81.972,401.01,404.98
1786962072.301,,0,,,,0.060,-4.331,True,0.424,-82.166,401.21,404.99
1786962072.376,,0,,,,-0.150,-4.601,True,0.421,-82.147,401.19,404.99
1786962072.451,,0,,,,-0.460,-5.000,True,0.416,-82.091,401.14,404.99
1786962072.526,,0,,,,-0.690,-5.296,True,0.412,-82.135,401.18,404.99
1786962072.626,,0,,,,-0.730,-5.347,True,0.412,-81.907,400.96,404.99
1786962072.701,,0,,,,-0.600,-5.180,True,0.414,-81.806,400.86,404.99
1786962072.801,,0,,,,-0.400,-4.922,True,0.417,-81.789,400.84,405.00
1786962073.201,,0,,,,-0.820,-5.463,True,0.410,-82.251,401.32,405.02
1786962073.326,,0,,,,-1.430,-6.221,True,0.405,-82.009,401.09,405.02
1786962073.426,,0,,,,-1.640,-6.435,True,0.412,-81.938,401.03,405.03
1786962073.526,,0,,,,-1.630,-6.425,True,0.412,-81.937,401.03,405.03
1786962073.601,,0,,,,-1.510,-6.303,True,0.408,-81.997,401.09,405.03
1786962073.701,,0,,,,-1.360,-6.150,True,0.403,-82.132,401.22,405.03
1786962073.776,,0,,,,-1.150,-5.887,True,0.405,-82.121,401.21,405.03
1786962073.851,,0,,,,-1.090,-5.810,True,0.406,-82.300,401.39,405.04
1786962073.926,,0,,,,-1.120,-5.849,True,0.405,-82.354,401.44,405.04
1786962074.076,,0,,,,-1.280,-6.055,True,0.403,-82.245,401.35,405.05
1786962074.376,,0,,,,-1.900,-6.701,True,0.421,-82.679,401.78,405.08
1786962074.801,,0,,,,-1.390,-6.180,True,0.404,-82.864,401.96,405.10
1786962074.901,,0,,,,-1.230,-5.990,True,0.404,-82.976,402.06,405.10
1786962075.101,,0,,,,-1.390,-6.180,True,0.404,-82.684,401.82,405.12
1786962075.626,,0,,,,-1.650,-6.446,True,0.412,-81.979,401.20,405.16
1786962075.701,,0,,,,-1.170,-5.913,True,0.405,-81.774,401.00,405.17
1786962075.801,,0,,,,-0.820,-5.463,True,0.410,-81.875,401.11,405.18
1786962075.851,,0,,,,-0.680,-5.283,True,0.412,-81.896,401.13,405.18
1786962075.926,,0,,,,-0.650,-5.244,True,0.413,-81.577,400.82,405.19
1786962076.076,,0,,,,-0.970,-5.656,True,0.408,-81.269,400.51,405.21
1786962076.201,,0,,,,-1.570,-6.364,True,0.410,-80.720,399.91,405.22
1786962076.651,,0,,,,-1.470,-6.262,True,0.407,-80.523,399.71,405.24
1786962076.726,,0,,,,-1.210,-5.965,True,0.404,-80.668,399.88,405.24
1786962076.826,,0,,,,-1.010,-5.707,True,0.407,-80.614,399.82,405.24
1786962076.926,,0,,,,-0.990,-5.682,True,0.407,-80.473,399.66,405.25
1786962077.001,,0,,,,-1.110,-5.836,True,0.406,-80.345,399.52,405.26
1786962077.076,,0,,,,-1.290,-6.068,True,0.403,-80.132,399.27,405.26
1786962077.176,,0,,,,-1.450,-6.241,True,0.406,-80.126,399.27,405.27
1786962077.251,,0,,,,-1.520,-6.313,True,0.408,-80.364,399.57,405.29
1786962077.351,,0,,,,-1.480,-6.272,True,0.407,-80.141,399.31,405.30
1786962077.426,,0,,,,-1.350,-6.139,True,0.403,-79.884,399.00,405.30
1786962077.476,,0,,,,-1.240,-6.003,True,0.404,-79.760,398.85,405.31
1786962077.576,,0,,,,-0.880,-5.540,True,0.409,-79.753,398.85,405.31
1786962077.676,,0,,,,-0.770,-5.398,True,0.411,-79.762,398.86,405.32
1786962077.801,,0,,,,-0.650,-5.244,True,0.413,-79.694,398.79,405.33
1786962077.901,,0,,,,-0.760,-5.386,True,0.411,-79.373,398.39,405.34
1786962077.976,,0,,,,-0.900,-5.566,True,0.409,-79.252,398.23,405.34
1786962078.051,,0,,,,-1.080,-5.797,True,0.406,-79.268,398.26,405.35
1786962078.426,,0,,,,-1.440,-6.231,True,0.406,-79.432,398.52,405.39
1786962078.526,,0,,,,-1.440,-6.231,True,0.406,-79.401,398.48,405.40
1786962078.626,,0,,,,-1.380,-6.170,True,0.404,-79.490,398.60,405.40
1786962078.726,,0,,,,-1.320,-6.106,True,0.402,-79.767,398.96,405.41
1786962078.776,,0,,,,-1.280,-6.055,True,0.403,-79.802,399.01,405.41
1786962087.501,,0,,,,-13.080,-17.649,True,0.707,-66.824,373.35,406.12
1786962087.576,,0,,,,-13.210,-17.753,True,0.703,-66.661,372.90,406.13
1786962087.651,,0,,,,-13.270,-17.801,True,0.701,-66.265,371.78,406.13
1786962088.001,,0,,,,-13.830,-18.249,True,0.683,-82.056,402.25,406.15
1786962088.076,,0,,,,-13.990,-18.377,True,0.678,-82.420,402.60,406.15
1786962088.176,,0,,,,-14.210,-18.553,True,0.671,-82.729,402.89,406.16
1786962088.351,,0,,,,-14.390,-18.697,True,0.665,-83.506,403.56,406.17
1786962088.801,,0,,,,-13.980,-18.369,True,0.678,-84.283,404.17,406.19
1786962089.301,,0,,,,-14.100,-18.465,True,0.674,-84.344,404.23,406.21
1786962089.376,,0,,,,-14.140,-18.497,True,0.673,-84.497,404.34,406.21
1786962089.751,,0,,,,-14.020,-18.401,True,0.677,-85.020,404.70,406.23
1786962089.851,,0,,,,-14.100,-18.465,True,0.674,-85.234,404.83,406.24
1786962090.151,,0,,,,-14.700,-18.945,True,0.655,-85.478,405.00,406.26
1786962090.500,,0,,,,-14.490,-18.777,True,0.662,-85.435,404.98,406.27
1786962090.576,,0,,,,-14.230,-18.569,True,0.670,-85.564,405.05,406.27
1786962090.651,,0,,,,-14.150,-18.505,True,0.673,-85.736,405.15,406.27
1786962090.751,,0,,,,-14.170,-18.521,True,0.672,-85.864,405.22,406.28
1786962090.850,,0,,,,-14.340,-18.657,True,0.667,-85.984,405.28,406.28
1786962090.926,,0,,,,-14.460,-18.753,True,0.663,-86.031,405.32,406.29
1786962091.000,,0,,,,-14.590,-18.857,True,0.659,-86.076,405.34,406.29
1786962091.100,,0,,,,-14.600,-18.865,True,0.658,-86.092,405.35,406.30
1786962091.176,,0,,,,-14.520,-18.801,True,0.661,-86.127,405.37,406.30
1786962091.250,,0,,,,-14.430,-18.729,True,0.664,-86.110,405.36,406.30
1786962091.351,,0,,,,-14.170,-18.521,True,0.672,-86.209,405.41,406.30
1786962091.426,,0,,,,-14.050,-18.425,True,0.676,-86.340,405.48,406.30
1786962091.525,,0,,,,-14.060,-18.433,True,0.676,-86.433,405.52,406.31
1786962091.600,,0,,,,-14.130,-18.489,True,0.673,-86.451,405.53,406.31
1786962091.650,,0,,,,-14.240,-18.577,True,0.670,-86.488,405.55,406.31
1786962091.726,,0,,,,-14.350,-18.665,True,0.666,-86.569,405.59,406.32
1786962091.800,,0,,,,-14.510,-18.793,True,0.661,-86.591,405.61,406.33
1786962091.875,,0,,,,-14.690,-18.937,True,0.655,-86.730,405.67,406.33
1786962091.950,,0,,,,-14.720,-18.961,True,0.654,-86.867,405.73,406.34
1786962092.025,,0,,,,-14.750,-18.985,True,0.653,-86.836,405.72,406.34
1786962092.125,,0,,,,-14.630,-18.889,True,0.657,-87.152,405.85,406.35
1786962092.275,,0,,,,0.540,-3.713,True,0.432,-91.319,406.25,406.35
1786962092.350,,0,,,,6.760,4.226,True,0.529,-98.001,402.40,406.36
1786962092.450,,0,,,,8.220,5.888,True,0.509,-108.781,384.73,406.37
1786962092.550,,0,,,,8.660,6.388,True,0.503,-110.138,381.53,406.38
1786962092.600,,0,,,,8.740,6.479,True,0.502,-110.650,380.27,406.38
1786962092.700,,0,,,,8.720,6.457,True,0.503,-110.857,379.75,406.38
1786962092.800,,0,,,,8.750,6.491,True,0.502,-111.061,379.24,406.39
1786962094.900,,0,,,,1.290,-2.748,True,0.445,-81.396,401.90,406.48
1786962094.975,,0,,,,1.030,-3.082,True,0.440,-82.795,403.27,406.48
1786962095.025,,0,,,,0.880,-3.275,True,0.438,-82.922,403.39,406.48
1786962095.100,,0,,,,0.590,-3.649,True,0.433,-83.456,403.84,406.49
1786962095.150,,0,,,,0.440,-3.842,True,0.430,-83.755,404.08,406.49
1786962095.325,,0,,,,0.330,-3.983,True,0.429,-83.865,404.17,406.50
1786962095.400,,0,,,,0.560,-3.687,True,0.432,-84.282,404.48,406.50
1786962095.475,,0,,,,0.770,-3.417,True,0.436,-84.674,404.75,406.50
1786962095.550,,0,,,,0.990,-3.134,True,0.440,-85.135,405.05,406.51
1786962095.650,,0,,,,1.060,-3.044,True,0.441,-85.200,405.09,406.51
1786962095.700,,0,,,,1.060,-3.044,True,0.441,-85.298,405.15,406.52
1786962095.750,,0,,,,0.950,-3.185,True,0.439,-85.363,405.19,406.52
1786962095.800,,0,,,,0.740,-3.456,True,0.435,-85.550,405.30,406.53
1786962095.900,,0,,,,0.350,-3.957,True,0.429,-85.685,405.38,406.53
1786962095.975,,0,,,,-0.210,-4.678,True,0.420,-85.652,405.37,406.54
1786962096.050,,0,,,,-0.430,-4.961,True,0.416,-85.801,405.44,406.53
1786962096.125,,0,,,,-0.610,-5.193,True,0.413,-85.711,405.40,406.54
1786962096.225,,0,,,,-0.580,-5.154,True,0.414,-85.622,405.35,406.54
1786962096.300,,0,,,,-0.320,-4.819,True,0.418,-85.772,405.43,406.54
1786962096.400,,0,,,,0.270,-4.060,True,0.428,-85.881,405.49,406.54
1786962096.475,,0,,,,0.590,-3.649,True,0.433,-85.891,405.49,406.54
1786962096.550,,0,,,,0.940,-3.198,True,0.439,-86.130,405.62,406.55
1786962096.625,,0,,,,1.100,-2.992,True,0.441,-86.387,405.74,406.55
1786962096.725,,0,,,,1.050,-3.057,True,0.441,-86.583,405.83,406.56
1786962096.800,,0,,,,0.630,-3.597,True,0.434,-86.860,405.95,406.56
1786962096.875,,0,,,,0.440,-3.842,True,0.430,-86.845,405.95,406.57
1786962096.950,,0,,,,-0.030,-4.446,True,0.423,-86.861,405.97,406.58
1786962097.000,,0,,,,-0.170,-4.626,True,0.420,-86.718,405.91,406.58
1786962097.075,,0,,,,-0.350,-4.858,True,0.418,-86.573,405.85,406.58
1786962097.150,,0,,,,-0.290,-4.781,True,0.419,-86.724,405.92,406.58
1786962097.250,,0,,,,-0.070,-4.498,True,0.422,-86.715,405.91,406.58
1786962097.325,,0,,,,0.150,-4.215,True,0.426,-86.844,405.97,406.58
1786962097.450,,0,,,,0.330,-3.983,True,0.429,-87.002,406.03,406.59
1786962097.600,,0,,,,-0.040,-4.459,True,0.423,-87.449,406.19,406.60
1786962097.700,,0,,,,-0.430,-4.961,True,0.416,-87.551,406.23,406.61
1786962097.800,,0,,,,-0.880,-5.540,True,0.409,-87.591,406.25,406.61
1786962097.875,,0,,,,-1.110,-5.836,True,0.406,-87.670,406.28,406.62
1786962097.950,,0,,,,-1.150,-5.887,True,0.405,-87.800,406.33,406.63
1786962098.025,,0,,,,-1.120,-5.849,True,0.405,-87.948,406.36,406.63
1786962098.150,,0,,,,-0.860,-5.514,True,0.409,-87.905,406.36,406.63
1786962098.250,,0,,,,-0.500,-5.051,True,0.415,-88.121,406.41,406.63
1786962098.325,,0,,,,-0.230,-4.704,True,0.420,-88.241,406.44,406.64
1786962098.425,,0,,,,-0.040,-4.459,True,0.423,-88.294,406.46,406.64
1786962098.500,,0,,,,0.010,-4.395,True,0.423,-88.530,406.51,406.64
1786962098.600,,0,,,,-0.100,-4.536,True,0.422,-88.729,406.55,406.65
1786962098.700,,0,,,,-0.290,-4.781,True,0.419,-88.724,406.55,406.65
1786962098.775,,0,,,,-0.580,-5.154,True,0.414,-88.840,406.58,406.66
1786962098.850,,0,,,,-0.690,-5.296,True,0.412,-88.849,406.58,406.67
1786962098.925,,0,,,,-0.800,-5.437,True,0.410,-88.832,406.59,406.67
1786962102.025,,0,,,,-0.750,-5.373,True,0.411,-91.241,406.71,406.81
1786962102.125,,0,,,,-0.400,-4.922,True,0.417,-91.298,406.70,406.81
1786962102.200,,0,,,,-0.130,-4.575,True,0.421,-91.310,406.70,406.81
1786962102.250,,0,,,,-0.020,-4.433,True,0.423,-91.335,406.70,406.81
1786962102.350,,0,,,,0.270,-4.060,True,0.428,-91.524,406.68,406.82
1786962102.450,,0,,,,0.370,-3.932,True,0.429,-91.468,406.69,406.82
1786962102.550,,0,,,,0.410,-3.880,True,0.430,-91.558,406.69,406.84
1786962102.650,,0,,,,0.290,-4.035,True,0.428,-91.804,406.64,406.85
1786962102.725,,0,,,,0.100,-4.279,True,0.425,-92.010,406.60,406.85
1786962102.825,,0,,,,-0.160,-4.614,True,0.421,-92.060,406.60,406.86
1786962102.900,,0,,,,-0.310,-4.807,True,0.418,-91.998,406.61,406.86
1786962102.975,,0,,,,-0.450,-4.987,True,0.416,-91.960,406.63,406.87
1786962103.050,,0,,,,-0.590,-5.167,True,0.414,-91.923,406.64,406.87
1786962103.100,,0,,,,-0.650,-5.244,True,0.413,-91.935,406.64,406.87
1786962103.175,,0,,,,-0.790,-5.424,True,0.411,-91.980,406.63,406.87
1786962103.300,,0,,,,-0.890,-5.553,True,0.409,-91.982,406.63,406.87
1786962103.350,,0,,,,-1.000,-5.694,True,0.407,-92.143,406.59,406.88
1786962103.450,,0,,,,-1.100,-5.823,True,0.406,-92.209,406.58,406.88
1786962103.525,,0,,,,-1.160,-5.900,True,0.405,-92.276,406.56,406.88
1786962103.600,,0,,,,-1.210,-5.965,True,0.404,-92.411,406.53,406.89
1786962103.700,,0,,,,-1.170,-5.913,True,0.405,-92.454,406.52,406.89
1786962103.775,,0,,,,-1.140,-5.875,True,0.405,-92.484,406.51,406.89
1786962103.850,,0,,,,-1.030,-5.733,True,0.407,-92.514,406.50,406.89
1786962103.925,,0,,,,-0.880,-5.540,True,0.409,-92.555,406.49,406.89
1786962104.025,,0,,,,-0.630,-5.218,True,0.413,-92.584,406.48,406.89
1786962104.100,,0,,,,-0.450,-4.987,True,0.416,-92.655,406.46,406.90
1786962104.200,,0,,,,-0.110,-4.549,True,0.421,-92.751,406.43,406.90
1786962104.275,,0,,,,0.120,-4.253,True,0.425,-92.816,406.41,406.90
1786962104.350,,0,,,,0.350,-3.957,True,0.429,-92.980,406.36,406.91
1786962104.450,,0,,,,0.430,-3.854,True,0.430,-93.105,406.32,406.92
1786962104.550,,0,,,,0.410,-3.880,True,0.430,-93.178,406.30,406.93
1786962104.625,,0,,,,0.330,-3.983,True,0.429,-93.212,406.29,406.93
1786962104.800,,0,,,,0.100,-4.279,True,0.425,-93.079,406.34,406.93
1786962104.850,,0,,,,-0.010,-4.421,True,0.423,-93.159,406.31,406.93
1786962105.025,,0,,,,-0.370,-4.884,True,0.417,-93.122,406.33,406.93
1786962105.125,,0,,,,-0.620,-5.205,True,0.413,-93.316,406.25,406.93
1786962105.250,,0,,,,-0.710,-5.321,True,0.412,-93.377,406.23,406.93
1786962105.300,,0,,,,-0.670,-5.270,True,0.412,-93.396,406.22,406.94
1786962105.500,,0,,,,-0.240,-4.717,True,0.419,-93.564,406.16,406.94
1786962105.600,,0,,,,0.060,-4.331,True,0.424,-93.745,406.08,406.95
1786962105.750,,0,,,,0.180,-4.176,True,0.426,-93.976,405.97,406.95
1786962105.875,,0,,,,0.170,-4.189,True,0.426,-94.124,405.90,406.96
1786962106.025,,0,,,,0.190,-4.163,True,0.426,-94.186,405.88,406.97
1786962106.125,,0,,,,0.270,-4.060,True,0.428,-94.245,405.86,406.97
1786962106.225,,0,,,,0.390,-3.906,True,0.430,-94.247,405.86,406.98
1786962106.300,,0,,,,0.480,-3.790,True,0.431,-94.340,405.82,406.98
1786962106.375,,0,,,,0.510,-3.752,True,0.432,-94.460,405.76,406.99
1786962106.425,,0,,,,0.460,-3.816,True,0.431,-94.692,405.63,406.99
1786962106.575,,0,,,,0.220,-4.125,True,0.427,-94.739,405.61,407.00
1786962106.650,,0,,,,-0.020,-4.433,True,0.423,-94.649,405.66,407.00
1786962106.725,,0,,,,-0.290,-4.781,True,0.419,-94.655,405.66,407.00
1786962106.800,,0,,,,-0.480,-5.025,True,0.416,-94.565,405.71,407.00
1786962106.850,,0,,,,-0.590,-5.167,True,0.414,-94.667,405.65,407.00
1786962106.925,,0,,,,-0.640,-5.231,True,0.413,-94.749,405.61,407.00
1786962107.000,,0,,,,-0.660,-5.257,True,0.413,-94.817,405.57,407.00
1786962107.050,,0,,,,-0.610,-5.193,True,0.413,-94.900,405.52,407.00
1786962107.125,,0,,,,-0.530,-5.090,True,0.415,-94.907,405.52,407.01
1786962107.200,,0,,,,-0.390,-4.910,True,0.417,-95.084,405.41,407.01
1786962107.300,,0,,,,-0.060,-4.485,True,0.422,-95.318,405.27,407.02
1786962107.425,,0,,,,0.170,-4.189,True,0.426,-95.427,405.20,407.02
1786962107.500,,0,,,,0.320,-3.996,True,0.428,-95.434,405.20,407.03
1786962107.600,,0,,,,0.520,-3.739,True,0.432,-95.495,405.16,407.03
1786962107.675,,0,,,,0.710,-3.494,True,0.435,-95.614,405.08,407.03
1786962107.750,,0,,,,0.740,-3.456,True,0.435,-95.801,404.95,407.04
1786962107.850,,0,,,,0.790,-3.391,True,0.436,-95.944,404.85,407.04
1786962107.950,,0,,,,0.630,-3.597,True,0.434,-96.030,404.79,407.04
1786962108.050,,0,,,,0.380,-3.919,True,0.429,-96.031,404.79,407.05
1786962108.100,,0,,,,0.260,-4.073,True,0.427,-96.016,404.81,407.05
1786962108.175,,0,,,,0.080,-4.305,True,0.425,-96.118,404.73,407.05
1786962108.250,,0,,,,0.000,-4.408,True,0.423,-96.081,404.77,407.06
1786962108.325,,0,,,,-0.100,-4.536,True,0.422,-96.032,404.81,407.06
1786962108.400,,0,,,,-0.110,-4.549,True,0.421,-96.046,404.80,407.07
1786962108.500,,0,,,,-0.140,-4.588,True,0.421,-96.243,404.66,407.07
1786962108.550,,0,,,,-0.150,-4.601,True,0.421,-96.325,404.59,407.07
1786962108.650,,0,,,,-0.220,-4.691,True,0.420,-96.387,404.55,407.08
1786962108.725,,0,,,,-0.290,-4.781,True,0.419,-96.513,404.45,407.08
1786962108.800,,0,,,,-0.300,-4.794,True,0.418,-96.612,404.38,407.09
1786962108.875,,0,,,,-0.330,-4.832,True,0.418,-96.643,404.35,407.09
1786962108.950,,0,,,,-0.310,-4.807,True,0.418,-96.694,404.32,407.09
1786962109.050,,0,,,,-0.230,-4.704,True,0.420,-96.803,404.23,407.10
1786962109.200,,0,,,,-0.130,-4.575,True,0.421,-97.059,404.03,407.11
1786962109.300,,0,,,,-0.090,-4.524,True,0.422,-97.126,403.97,407.12
1786962109.375,,0,,,,-0.030,-4.446,True,0.423,-97.196,403.92,407.12
1786962109.450,,0,,,,-0.050,-4.472,True,0.422,-97.325,403.81,407.13
1786962109.525,,0,,,,-0.100,-4.536,True,0.422,-97.416,403.73,407.13
