t,ns,marker_id,track_id,boresight_deg,angle_in_frame_deg,gimbal_yaw_deg,corrected_yaw_deg,yaw_correction_valid,yaw_sigma_deg,angle_error_deg,miss_distance_m,range_m
1786962006.077,,0,,,,0.130,-4.240,True,0.425,-106.975,386.31,403.91
1786962006.152,,0,,,,0.120,-4.253,True,0.425,-107.057,386.14,403.91
1786962006.227,,0,,,,0.020,-4.382,True,0.424,-107.194,385.86,403.91
1786962006.302,,0,,,,-0.120,-4.562,True,0.421,-107.195,385.86,403.91
1786962006.377,,0,,,,-0.210,-4.678,True,0.420,-107.199,385.85,403.91
1786962006.452,,0,,,,-0.350,-4.858,True,0.418,-107.216,385.82,403.91
1786962006.552,,0,,,,-0.340,-4.845,True,0.418,-107.174,385.90,403.91
1786962006.602,,0,,,,-0.300,-4.794,True,0.418,-107.100,386.06,403.92
1786962006.677,,0,,,,-0.190,-4.652,True,0.420,-107.145,385.97,403.92
1786962006.752,,0,,,,-0.080,-4.511,True,0.422,-107.221,385.81,403.92
1786962006.802,,0,,,,-0.010,-4.421,True,0.423,-107.330,385.59,403.92
1786962006.877,,0,,,,0.030,-4.369,True,0.424,-107.372,385.50,403.92
1786962006.952,,0,,,,-0.040,-4.459,True,0.423,-107.481,385.27,403.93
1786962007.027,,0,,,,-0.150,-4.601,True,0.421,-107.634,384.95,403.93
1786962007.152,,0,,,,-0.430,-4.961,True,0.416,-107.687,384.84,403.94
1786962007.227,,0,,,,-0.570,-5.141,True,0.414,-107.732,384.75,403.94
1786962007.277,,0,,,,-0.610,-5.193,True,0.413,-107.746,384.72,403.94
1786962007.377,,0,,,,-0.610,-5.193,True,0.413,-107.705,384.81,403.94
1786962007.477,,0,,,,-0.530,-5.090,True,0.415,-107.734,384.75,403.94
1786962007.553,,0,,,,-0.450,-4.987,True,0.416,-107.777,384.66,403.94
1786962007.627,,0,,,,-0.390,-4.910,True,0.417,-107.855,384.49,403.95
1786962007.702,,0,,,,-0.350,-4.858,True,0.418,-107.900,384.39,403.95
1786962007.752,,0,,,,-0.290,-4.781,True,0.419,-107.925,384.34,403.94
1786962007.852,,0,,,,-0.280,-4.768,True,0.419,-107.982,384.22,403.95
1786962007.927,,0,,,,-0.290,-4.781,True,0.419,-108.022,384.13,403.95
1786962008.052,,0,,,,-0.260,-4.742,True,0.419,-108.107,383.95,403.95
1786962008.127,,0,,,,-0.230,-4.704,True,0.420,-108.144,383.87,403.95
1786962008.202,,0,,,,-0.160,-4.614,True,0.421,-108.211,383.73,403.96
1786962008.302,,0,,,,-0.140,-4.588,True,0.421,-108.356,383.41,403.96
1786962008.377,,0,,,,-0.180,-4.639,True,0.420,-108.380,383.36,403.97
1786962008.452,,0,,,,-0.320,-4.819,True,0.418,-108.460,383.19,403.97
1786962008.527,,0,,,,-0.440,-4.974,True,0.416,-108.489,383.12,403.97
1786962008.627,,0,,,,-0.540,-5.103,True,0.415,-108.494,383.11,403.98
1786962008.752,,0,,,,-0.590,-5.167,True,0.414,-108.463,383.18,403.98
1786962008.827,,0,,,,-0.540,-5.103,True,0.415,-108.425,383.27,403.98
1786962008.877,,0,,,,-0.410,-4.935,True,0.417,-108.502,383.10,403.98
1786962008.952,,0,,,,-0.290,-4.781,True,0.419,-108.435,383.25,403.98
1786962009.052,,0,,,,0.010,-4.395,True,0.423,-108.432,383.26,403.98
1786962009.127,,0,,,,0.160,-4.202,True,0.426,-108.552,382.99,403.98
1786962009.227,,0,,,,0.170,-4.189,True,0.426,-108.689,382.68,403.98
1786962009.302,,0,,,,0.100,-4.279,True,0.425,-108.806,382.42,403.99
1786962009.377,,0,,,,-0.010,-4.421,True,0.423,-108.811,382.41,403.99
1786962009.452,,0,,,,-0.110,-4.549,True,0.421,-108.869,382.28,403.99
1786962009.527,,0,,,,-0.180,-4.639,True,0.420,-108.917,382.17,403.99
1786962009.627,,0,,,,-0.180,-4.639,True,0.420,-108.983,382.02,404.00
1786962009.677,,0,,,,-0.180,-4.639,True,0.420,-109.029,381.92,404.00
1786962009.802,,0,,,,-0.080,-4.511,True,0.422,-109.044,381.89,404.00
1786962009.852,,0,,,,0.010,-4.395,True,0.423,-109.129,381.69,404.00
1786962009.952,,0,,,,0.110,-4.266,True,0.425,-109.212,381.50,404.00
1786962010.052,,0,,,,0.110,-4.266,True,0.425,-109.278,381.35,404.00
1786962010.127,,0,,,,0.090,-4.292,True,0.425,-109.373,381.13,404.00
1786962010.202,,0,,,,-0.010,-4.421,True,0.423,-109.434,380.99,404.00
1786962010.302,,0,,,,-0.160,-4.614,True,0.421,-109.452,380.95,404.01
1786962010.352,,0,,,,-0.310,-4.807,True,0.418,-109.488,380.86,404.01
1786962010.427,,0,,,,-0.400,-4.922,True,0.417,-109.522,380.79,404.01
1786962010.502,,0,,,,-0.410,-4.935,True,0.417,-109.503,380.83,404.01
1786962010.602,,0,,,,-0.350,-4.858,True,0.418,-109.485,380.87,404.01
1786962010.702,,0,,,,-0.150,-4.601,True,0.421,-109.623,380.55,404.01
1786962010.777,,0,,,,-0.020,-4.433,True,0.423,-109.729,380.30,404.01
1786962010.852,,0,,,,0.220,-4.125,True,0.427,-109.850,380.01,404.02
1786962010.927,,0,,,,0.400,-3.893,True,0.430,-110.006,379.64,404.02
1786962011.002,,0,,,,0.470,-3.803,True,0.431,-110.196,379.18,404.02
1786962011.077,,0,,,,0.410,-3.880,True,0.430,-110.237,379.08,404.02
1786962011.152,,0,,,,0.310,-4.009,True,0.428,-110.367,378.77,404.02
1786962011.227,,0,,,,0.120,-4.253,True,0.425,-110.367,378.77,404.03
1786962011.302,,0,,,,0.050,-4.343,True,0.424,-110.301,378.93,404.03
1786962011.402,,0,,,,-0.110,-4.549,True,0.421,-110.373,378.76,404.03
1786962011.452,,0,,,,-0.200,-4.665,True,0.420,-110.433,378.61,404.03
1786962011.577,,0,,,,-0.250,-4.729,True,0.419,-110.573,378.27,404.03
1786962011.677,,0,,,,-0.250,-4.729,True,0.419,-110.720,377.91,404.04
1786962011.752,,0,,,,-0.200,-4.665,True,0.420,-110.776,377.77,404.04
1786962011.852,,0,,,,-0.180,-4.639,True,0.420,-110.900,377.46,404.05
1786962011.952,,0,,,,-0.040,-4.459,True,0.423,-110.963,377.30,404.04
1786962012.027,,0,,,,0.070,-4.318,True,0.424,-111.053,377.08,404.05
1786962012.102,,0,,,,0.140,-4.228,True,0.426,-111.206,376.69,404.05
1786962012.177,,0,,,,0.130,-4.240,True,0.425,-111.412,376.16,404.05
1786962012.252,,0,,,,0.070,-4.318,True,0.424,-111.557,375.79,404.05
1786962012.327,,0,,,,0.000,-4.408,True,0.423,-111.685,375.46,404.05
1786962012.427,,0,,,,-0.170,-4.626,True,0.420,-111.788,375.20,404.06
1786962012.527,,0,,,,-0.360,-4.871,True,0.417,-111.867,374.99,404.06
1786962012.627,,0,,,,-0.480,-5.025,True,0.416,-111.879,374.96,404.06
1786962012.702,,0,,,,-0.520,-5.077,True,0.415,-111.877,374.97,404.06
1786962012.777,,0,,,,-0.450,-4.987,True,0.416,-111.833,375.08,404.07
1786962012.852,,0,,,,-0.310,-4.807,True,0.418,-111.904,374.90,404.07
1786962012.927,,0,,,,-0.070,-4.498,True,0.422,-111.895,374.92,404.07
1786962013.027,,0,,,,0.290,-4.035,True,0.428,-111.998,374.65,404.07
1786962013.102,,0,,,,0.440,-3.842,True,0.430,-112.281,373.90,404.07
1786962013.177,,0,,,,0.470,-3.803,True,0.431,-112.354,373.71,404.07
1786962013.252,,0,,,,0.340,-3.970,True,0.429,-112.526,373.25,404.08
1786962013.327,,0,,,,0.050,-4.343,True,0.424,-112.683,372.83,404.08
1786962013.377,,0,,,,-0.160,-4.614,True,0.421,-112.657,372.90,404.08
1786962013.452,,0,,,,-0.380,-4.897,True,0.417,-112.721,372.73,404.09
1786962013.527,,0,,,,-0.560,-5.128,True,0.414,-112.630,372.98,404.09
1786962013.602,,0,,,,-0.470,-5.012,True,0.416,-112.605,373.05,404.09
1786962013.677,,0,,,,-0.390,-4.910,True,0.417,-112.759,372.63,404.09
1786962013.752,,0,,,,-0.040,-4.459,True,0.423,-112.743,372.67,404.09
1786962013.827,,0,,,,0.420,-3.867,True,0.430,-112.935,372.15,404.10
1786962013.902,,0,,,,0.600,-3.636,True,0.433,-113.097,371.70,404.09
1786962013.952,,0,,,,0.640,-3.584,True,0.434,-113.186,371.46,404.09
1786962014.027,,0,,,,0.530,-3.726,True,0.432,-113.423,370.80,404.10
1786962014.102,,0,,,,0.300,-4.022,True,0.428,-113.598,370.31,404.10
1786962014.152,,0,,,,0.030,-4.369,True,0.424,-113.533,370.49,404.10
1786962014.252,,0,,,,-0.300,-4.794,True,0.418,-113.686,370.07,404.11
1786962014.327,,0,,,,-0.610,-5.193,True,0.413,-113.770,369.83,404.11
1786962014.402,,0,,,,-0.790,-5.424,True,0.411,-113.682,370.09,404.11
1786962014.477,,0,,,,-0.750,-5.373,True,0.411,-113.793,369.77,404.12
1786962014.552,,0,,,,-0.550,-5.115,True,0.414,-113.772,369.83,404.12
1786962014.627,,0,,,,-0.170,-4.626,True,0.420,-113.782,369.81,404.12
1786962014.702,,0,,,,0.150,-4.215,True,0.426,-113.984,369.23,404.12
1786962014.802,,0,,,,0.470,-3.803,True,0.431,-114.050,369.04,404.12
1786962014.877,,0,,,,0.530,-3.726,True,0.432,-114.162,368.72,404.13
1786962014.952,,0,,,,0.490,-3.777,True,0.431,-114.327,368.24,404.12
1786962015.027,,0,,,,0.300,-4.022,True,0.428,-114.478,367.81,404.13
1786962015.127,,0,,,,-0.120,-4.562,True,0.421,-114.632,367.36,404.13
1786962015.227,,0,,,,-0.460,-5.000,True,0.416,-114.646,367.32,404.14
1786962015.327,,0,,,,-0.470,-5.012,True,0.416,-114.556,367.58,404.14
1786962015.427,,0,,,,-0.280,-4.768,True,0.419,-114.588,367.49,404.14
1786962015.477,,0,,,,-0.070,-4.498,True,0.422,-114.783,366.92,404.14
1786962015.577,,0,,,,0.300,-4.022,True,0.428,-114.935,366.47,404.14
1786962015.677,,0,,,,0.460,-3.816,True,0.431,-115.188,365.72,404.15
1786962015.752,,0,,,,0.440,-3.842,True,0.430,-115.464,364.89,404.15
1786962015.852,,0,,,,0.220,-4.125,True,0.427,-115.577,364.56,404.16
1786962015.902,,0,,,,0.030,-4.369,True,0.424,-115.660,364.30,404.16
1786962015.977,,0,,,,-0.220,-4.691,True,0.420,-115.640,364.36,404.16
1786962016.077,,0,,,,-0.410,-4.935,True,0.417,-115.728,364.10,404.17
1786962016.127,,0,,,,-0.430,-4.961,True,0.416,-115.694,364.21,404.17
1786962016.177,,0,,,,-0.410,-4.935,True,0.417,-115.667,364.30,404.18
1786962016.252,,0,,,,-0.320,-4.819,True,0.418,-115.714,364.16,404.18
1786962016.327,,0,,,,-0.160,-4.614,True,0.421,-115.670,364.29,404.18
1786962016.402,,0,,,,0.000,-4.408,True,0.423,-115.796,363.90,404.18
1786962016.452,,0,,,,0.020,-4.382,True,0.424,-115.885,363.63,404.18
1786962016.527,,0,,,,0.000,-4.408,True,0.423,-116.012,363.24,404.18
1786962016.602,,0,,,,-0.050,-4.472,True,0.422,-116.052,363.12,404.19
1786962016.702,,0,,,,-0.150,-4.601,True,0.421,-116.075,363.05,404.19
1786962016.752,,0,,,,-0.160,-4.614,True,0.421,-116.157,362.79,404.19
1786962016.852,,0,,,,-0.100,-4.536,True,0.422,-116.187,362.71,404.20
1786962016.902,,0,,,,0.000,-4.408,True,0.423,-116.262,362.48,404.20
1786962016.952,,0,,,,0.130,-4.240,True,0.425,-116.414,362.00,404.20
1786962017.027,,0,,,,0.290,-4.035,True,0.428,-116.459,361.86,404.20
1786962017.102,,0,,,,0.360,-3.945,True,0.429,-116.616,361.37,404.21
1786962017.152,,0,,,,0.400,-3.893,True,0.430,-116.725,361.03,404.20
1786962017.227,,0,,,,0.370,-3.932,True,0.429,-116.832,360.69,404.21
1786962017.327,,0,,,,0.200,-4.150,True,0.426,-116.871,360.57,404.21
1786962017.402,,0,,,,0.100,-4.279,True,0.425,-116.916,360.43,404.22
1786962017.502,,0,,,,0.020,-4.382,True,0.424,-116.943,360.34,404.22
1786962017.602,,0,,,,0.080,-4.305,True,0.425,-117.011,360.13,404.23
1786962017.677,,0,,,,0.150,-4.215,True,0.426,-117.132,359.75,404.23
1786962017.752,,0,,,,0.330,-3.983,True,0.429,-117.217,359.47,404.23
1786962017.827,,0,,,,0.510,-3.752,True,0.432,-117.233,359.42,404.23
1786962017.877,,0,,,,0.610,-3.623,True,0.433,-117.421,358.82,404.24
1786962017.977,,0,,,,0.720,-3.481,True,0.435,-117.533,358.45,404.24
1786962018.027,,0,,,,0.720,-3.481,True,0.435,-117.688,357.95,404.24
1786962018.127,,0,,,,0.700,-3.507,True,0.435,-117.816,357.53,404.25
1786962018.202,,0,,,,0.580,-3.661,True,0.433,-117.893,357.29,404.25
1786962018.277,,0,,,,0.480,-3.790,True,0.431,-117.920,357.20,404.26
1786962018.352,,0,,,,0.290,-4.035,True,0.428,-117.901,357.26,404.25
1786962018.477,,0,,,,0.140,-4.228,True,0.426,-117.869,357.38,404.26
1786962018.552,,0,,,,0.130,-4.240,True,0.425,-117.962,357.07,404.26
1786962018.677,,0,,,,0.200,-4.150,True,0.426,-118.001,356.95,404.27
1786962018.752,,0,,,,0.350,-3.957,True,0.429,-118.023,356.87,404.27
1786962018.852,,0,,,,0.370,-3.932,True,0.429,-118.120,356.56,404.28
1786962018.902,,0,,,,0.430,-3.854,True,0.430,-118.340,355.82,404.27
1786962019.027,,0,,,,0.520,-3.739,True,0.432,-118.464,355.41,404.28
1786962019.077,,0,,,,0.570,-3.674,True,0.433,-118.654,354.77,404.28
1786962019.177,,0,,,,0.600,-3.636,True,0.433,-118.800,354.27,404.28
1786962019.252,,0,,,,0.620,-3.610,True,0.433,-118.843,354.14,404.29
1786962019.377,,0,,,,0.590,-3.649,True,0.433,-118.892,353.97,404.29
1786962019.452,,0,,,,0.540,-3.713,True,0.432,-118.936,353.83,404.30
1786962019.502,,0,,,,0.520,-3.739,True,0.432,-118.922,353.88,404.30
1786962019.577,,0,,,,0.500,-3.764,True,0.431,-119.044,353.46,404.30
1786962019.652,,0,,,,0.500,-3.764,True,0.431,-119.085,353.33,404.31
1786962019.702,,0,,,,0.500,-3.764,True,0.431,-119.134,353.16,404.31
1786962019.752,,0,,,,0.550,-3.700,True,0.432,-119.196,352.94,404.31
1786962019.827,,0,,,,0.610,-3.623,True,0.433,-119.197,352.95,404.32
1786962019.902,,0,,,,0.690,-3.520,True,0.435,-119.296,352.60,404.32
1786962019.977,,0,,,,0.760,-3.430,True,0.436,-119.407,352.22,404.32
1786962020.027,,0,,,,0.840,-3.327,True,0.437,-119.413,352.21,404.33
1786962020.127,,0,,,,0.880,-3.275,True,0.438,-119.467,352.02,404.32
1786962020.202,,0,,,,0.940,-3.198,True,0.439,-119.468,352.02,404.33
1786962020.277,,0,,,,1.000,-3.121,True,0.440,-119.514,351.87,404.34
1786962020.377,,0,,,,1.110,-2.979,True,0.442,-119.583,351.62,404.33
1786962020.452,,0,,,,1.090,-3.005,True,0.441,-119.766,351.00,404.34
1786962020.527,,0,,,,1.030,-3.082,True,0.440,-119.828,350.77,404.34
1786962020.602,,0,,,,0.940,-3.198,True,0.439,-119.935,350.40,404.35
1786962020.727,,0,,,,0.720,-3.481,True,0.435,-119.918,350.46,404.35
1786962020.802,,0,,,,0.580,-3.661,True,0.433,-119.886,350.58,404.35
1786962020.877,,0,,,,0.440,-3.842,True,0.430,-120.023,350.10,404.36
1786962020.952,,0,,,,0.430,-3.854,True,0.430,-120.054,349.99,404.35
1786962021.027,,0,,,,0.470,-3.803,True,0.431,-119.939,350.40,404.36
1786962021.102,,0,,,,0.610,-3.623,True,0.433,-119.942,350.39,404.36
1786962021.177,,0,,,,0.840,-3.327,True,0.437,-120.073,349.93,404.36
1786962021.252,,0,,,,0.990,-3.134,True,0.440,-120.103,349.83,404.37
1786962021.352,,0,,,,1.150,-2.928,True,0.442,-120.218,349.42,404.37
1786962021.427,,0,,,,1.180,-2.889,True,0.443,-120.490,348.46,404.38
1786962021.477,,0,,,,1.130,-2.954,True,0.442,-120.625,347.98,404.38
1786962021.552,,0,,,,1.010,-3.108,True,0.440,-120.878,347.06,404.38
1786962021.627,,0,,,,0.810,-3.365,True,0.437,-120.855,347.15,404.39
1786962021.702,,0,,,,0.660,-3.558,True,0.434,-120.718,347.65,404.39
1786962021.752,,0,,,,0.630,-3.597,True,0.434,-120.832,347.24,404.39
1786962021.827,,0,,,,0.590,-3.649,True,0.433,-120.901,347.00,404.40
1786962021.877,,0,,,,0.630,-3.597,True,0.434,-120.936,346.87,404.40
1786962021.952,,0,,,,0.730,-3.468,True,0.435,-120.966,346.76,404.40
1786962022.027,,0,,,,0.890,-3.263,True,0.438,-120.927,346.91,404.40
1786962022.127,,0,,,,1.100,-2.992,True,0.441,-120.917,346.94,404.40
1786962022.202,,0,,,,1.180,-2.889,True,0.443,-120.963,346.78,404.40
1786962022.277,,0,,,,1.190,-2.877,True,0.443,-121.089,346.32,404.41
1786962022.352,,0,,,,1.170,-2.902,True,0.443,-121.130,346.16,404.40
1786962022.502,,0,,,,0.890,-3.263,True,0.438,-121.081,346.35,404.41
1786962022.577,,0,,,,0.800,-3.378,True,0.436,-121.136,346.15,404.40
1786962022.727,,0,,,,0.860,-3.301,True,0.437,-121.262,345.70,404.42
1786962022.827,,0,,,,1.040,-3.070,True,0.440,-121.644,344.30,404.43
1786962022.952,,0,,,,1.350,-2.671,True,0.446,-121.735,343.96,404.43
1786962023.102,,0,,,,1.540,-2.426,True,0.449,-122.057,342.77,404.44
1786962023.177,,0,,,,1.510,-2.465,True,0.448,-122.214,342.18,404.44
1786962023.452,,0,,,,0.810,-3.365,True,0.437,-121.901,343.37,404.45
1786962023.552,,0,,,,0.590,-3.649,True,0.433,-122.062,342.76,404.45
1786962023.677,,0,,,,0.480,-3.790,True,0.431,-121.982,343.07,404.46
1786962023.852,,0,,,,0.670,-3.546,True,0.434,-121.901,343.37,404.46
1786962023.927,,0,,,,0.860,-3.301,True,0.437,-122.432,341.37,404.45
1786962024.002,,0,,,,0.990,-3.134,True,0.440,-122.453,341.30,404.46
1786962024.077,,0,,,,1.020,-3.095,True,0.440,-122.578,340.82,404.46
1786962024.152,,0,,,,1.030,-3.082,True,0.440,-122.627,340.63,404.46
1786962024.202,,0,,,,0.980,-3.147,True,0.439,-122.698,340.37,404.47
1786962024.277,,0,,,,1.000,-3.121,True,0.440,-122.727,340.26,404.47
1786962024.402,,0,,,,1.130,-2.954,True,0.442,-122.752,340.17,404.47
1786962024.477,,0,,,,1.260,-2.786,True,0.444,-122.964,339.36,404.48
1786962024.527,,0,,,,1.280,-2.761,True,0.444,-123.065,338.97,404.47
1786962024.627,,0,,,,1.440,-2.555,True,0.447,-123.114,338.78,404.48
1786962024.702,,0,,,,1.530,-2.439,True,0.449,-123.154,338.63,404.48
1786962024.802,,0,,,,1.550,-2.413,True,0.449,-123.169,338.58,404.49
1786962024.902,,0,,,,1.480,-2.503,True,0.448,-123.257,338.24,404.49
1786962025.002,,0,,,,1.380,-2.632,True,0.446,-123.303,338.07,404.50
1786962025.077,,0,,,,1.220,-2.838,True,0.443,-123.485,337.37,404.50
1786962025.177,,0,,,,0.970,-3.160,True,0.439,-123.463,337.45,404.50
1786962025.327,,0,,,,0.750,-3.443,True,0.436,-123.639,336.77,404.51
1786962025.402,,0,,,,0.680,-3.533,True,0.434,-123.679,336.62,404.51
1786962025.477,,0,,,,0.660,-3.558,True,0.434,-123.781,336.22,404.52
1786962025.577,,0,,,,0.630,-3.597,True,0.434,-123.629,336.81,404.51
1786962025.652,,0,,,,0.690,-3.520,True,0.435,-123.708,336.51,404.52
1786962025.727,,0,,,,0.730,-3.468,True,0.435,-123.782,336.21,404.51
1786962025.802,,0,,,,0.710,-3.494,True,0.435,-123.905,335.73,404.51
1786962025.902,,0,,,,0.760,-3.430,True,0.436,-123.948,335.56,404.51
1786962025.952,,0,,,,0.780,-3.404,True,0.436,-124.070,335.08,404.51
1786962026.052,,0,,,,0.800,-3.378,True,0.436,-124.148,334.78,404.52
1786962026.102,,0,,,,0.850,-3.314,True,0.437,-124.148,334.78,404.52
1786962026.177,,0,,,,0.980,-3.147,True,0.439,-124.301,334.18,404.53
1786962026.252,,0,,,,1.030,-3.082,True,0.440,-124.449,333.59,404.54
1786962026.302,,0,,,,1.110,-2.979,True,0.442,-124.516,333.33,404.53
1786962026.427,,0,,,,1.130,-2.954,True,0.442,-124.710,332.55,404.54
1786962026.502,,0,,,,1.170,-2.902,True,0.443,-124.812,332.14,404.55
1786962026.577,,0,,,,1.220,-2.838,True,0.443,-124.929,331.67,404.54
1786962026.627,,0,,,,1.200,-2.864,True,0.443,-125.018,331.32,404.55
1786962026.677,,0,,,,1.210,-2.851,True,0.443,-125.128,330.87,404.56
1786962026.827,,0,,,,1.160,-2.915,True,0.442,-124.853,331.99,404.55
1786962026.902,,0,,,,1.120,-2.967,True,0.442,-124.810,332.16,404.55
1786962026.977,,0,,,,1.020,-3.095,True,0.440,-125.021,331.31,404.55
1786962027.052,,0,,,,0.940,-3.198,True,0.439,-125.021,331.31,404.56
1786962027.127,,0,,,,0.870,-3.288,True,0.438,-125.071,331.11,404.56
1786962027.202,,0,,,,0.770,-3.417,True,0.436,-125.091,331.03,404.57
1786962027.277,,0,,,,0.700,-3.507,True,0.435,-125.216,330.52,404.57
1786962027.352,,0,,,,0.700,-3.507,True,0.435,-125.183,330.66,404.57
1786962027.427,,0,,,,0.690,-3.520,True,0.435,-125.190,330.63,404.57
1786962027.477,,0,,,,0.690,-3.520,True,0.435,-125.219,330.52,404.57
1786962027.577,,0,,,,0.700,-3.507,True,0.435,-125.262,330.34,404.57
1786962027.677,,0,,,,0.680,-3.533,True,0.434,-125.333,330.05,404.58
1786962027.727,,0,,,,0.710,-3.494,True,0.435,-125.375,329.88,404.57
1786962027.827,,0,,,,0.740,-3.456,True,0.435,-125.432,329.65,404.58
1786962027.902,,0,,,,0.780,-3.404,True,0.436,-125.499,329.38,404.58
1786962027.952,,0,,,,0.950,-3.185,True,0.439,-125.671,328.67,404.58
1786962028.027,,0,,,,1.030,-3.082,True,0.440,-125.663,328.71,404.58
1786962028.127,,0,,,,1.250,-2.799,True,0.444,-125.769,328.27,404.59
1786962028.227,,0,,,,1.380,-2.632,True,0.446,-125.908,327.70,404.59
1786962028.277,,0,,,,1.380,-2.632,True,0.446,-125.973,327.43,404.60
1786962028.377,,0,,,,1.310,-2.722,True,0.445,-125.999,327.32,404.59
1786962028.452,,0,,,,1.280,-2.761,True,0.444,-126.052,327.11,404.60
1786962028.527,,0,,,,1.190,-2.877,True,0.443,-125.983,327.40,404.60
1786962028.652,,0,,,,1.190,-2.877,True,0.443,-125.914,327.69,404.60
1786962028.752,,0,,,,1.250,-2.799,True,0.444,-125.999,327.34,404.60
1786962028.827,,0,,,,1.330,-2.696,True,0.445,-126.168,326.64,404.61
1786962028.902,,0,,,,1.370,-2.645,True,0.446,-126.173,326.62,404.61
1786962028.977,,0,,,,1.340,-2.684,True,0.445,-126.349,325.88,404.61
1786962029.077,,0,,,,1.230,-2.825,True,0.444,-126.318,326.02,404.62
1786962029.152,,0,,,,1.070,-3.031,True,0.441,-126.273,326.20,404.61
1786962029.227,,0,,,,0.890,-3.263,True,0.438,-126.207,326.48,404.62
1786962029.302,,0,,,,0.770,-3.417,True,0.436,-126.151,326.71,404.62
1786962029.502,,0,,,,0.700,-3.507,True,0.435,-126.004,327.33,404.62
1786962029.577,,0,,,,0.770,-3.417,True,0.436,-126.241,326.34,404.62
1786962029.652,,0,,,,0.910,-3.237,True,0.438,-126.368,325.82,404.62
1786962029.702,,0,,,,0.940,-3.198,True,0.439,-126.434,325.53,404.62
1786962029.777,,0,,,,1.060,-3.044,True,0.441,-126.534,325.11,404.62
1786962029.902,,0,,,,1.170,-2.902,True,0.443,-126.517,325.19,404.63
1786962029.977,,0,,,,1.180,-2.889,True,0.443,-126.662,324.58,404.63
1786962030.052,,0,,,,1.170,-2.902,True,0.443,-126.717,324.36,404.63
1786962030.102,,0,,,,1.140,-2.941,True,0.442,-126.691,324.46,404.63
1786962030.152,,0,,,,1.150,-2.928,True,0.442,-126.782,324.08,404.63
1786962030.227,,0,,,,1.160,-2.915,True,0.442,-126.727,324.31,404.63
1786962030.352,,0,,,,1.320,-2.709,True,0.445,-126.908,323.54,404.63
1786962030.402,,0,,,,1.510,-2.465,True,0.448,-126.925,323.48,404.64
1786962030.477,,0,,,,1.640,-2.298,True,0.451,-126.990,323.20,404.64
1786962030.527,,0,,,,1.740,-2.169,True,0.452,-126.992,323.19,404.64
1786962030.602,,0,,,,1.860,-2.014,True,0.454,-127.047,322.96,404.65
1786962030.702,,0,,,,1.920,-1.937,True,0.455,-127.171,322.44,404.65
1786962030.827,,0,,,,1.750,-2.156,True,0.452,-127.232,322.19,404.66
1786962030.877,,0,,,,1.580,-2.375,True,0.450,-127.230,322.20,404.66
1786962031.002,,0,,,,1.190,-2.877,True,0.443,-127.195,322.35,404.66
1786962031.102,,0,,,,0.880,-3.275,True,0.438,-127.398,321.48,404.67
1786962031.202,,0,,,,0.710,-3.494,True,0.435,-127.227,322.21,404.67
1786962031.252,,0,,,,0.670,-3.546,True,0.434,-127.260,322.08,404.67
1786962031.402,,0,,,,0.800,-3.378,True,0.436,-127.637,320.45,404.67
1786962031.477,,0,,,,0.880,-3.275,True,0.438,-127.988,318.94,404.67
1786962031.577,,0,,,,1.000,-3.121,True,0.440,-128.166,318.16,404.67
1786962031.652,,0,,,,1.020,-3.095,True,0.440,-128.019,318.80,404.67
1786962031.727,,0,,,,0.950,-3.185,True,0.439,-128.214,317.95,404.67
1786962031.802,,0,,,,0.910,-3.237,True,0.438,-128.305,317.56,404.68
1786962031.902,,0,,,,0.750,-3.443,True,0.436,-128.238,317.86,404.68
1786962032.002,,0,,,,0.780,-3.404,True,0.436,-128.267,317.73,404.69
1786962032.077,,0,,,,0.900,-3.250,True,0.438,-128.501,316.71,404.69
1786962032.152,,0,,,,1.140,-2.941,True,0.442,-128.547,316.51,404.69
1786962032.227,,0,,,,1.350,-2.671,True,0.446,-128.736,315.68,404.70
1786962032.327,,0,,,,1.500,-2.478,True,0.448,-128.910,314.91,404.70
1786962032.427,,0,,,,1.480,-2.503,True,0.448,-128.874,315.08,404.71
1786962032.527,,0,,,,1.310,-2.722,True,0.445,-128.862,315.13,404.71
1786962032.602,,0,,,,1.170,-2.902,True,0.443,-128.617,316.22,404.72
1786962032.677,,0,,,,1.060,-3.044,True,0.441,-128.747,315.65,404.72
1786962032.727,,0,,,,0.980,-3.147,True,0.439,-128.853,315.18,404.72
1786962032.802,,0,,,,0.880,-3.275,True,0.438,-128.782,315.50,404.73
1786962032.902,,0,,,,0.850,-3.314,True,0.437,-128.777,315.52,404.73
1786962032.977,,0,,,,0.860,-3.301,True,0.437,-128.840,315.25,404.73
1786962033.052,,0,,,,0.740,-3.456,True,0.435,-128.771,315.56,404.74
1786962033.177,,0,,,,0.610,-3.623,True,0.433,-128.774,315.54,404.74
1786962033.252,,0,,,,0.380,-3.919,True,0.429,-128.661,316.05,404.74
1786962033.302,,0,,,,0.200,-4.150,True,0.426,-128.671,316.00,404.75
1786962033.427,,0,,,,-0.070,-4.498,True,0.422,-128.762,315.61,404.75
1786962033.502,,0,,,,-0.170,-4.626,True,0.420,-128.822,315.34,404.76
1786962033.552,,0,,,,-0.240,-4.717,True,0.419,-128.820,315.36,404.76
1786962033.652,,0,,,,-0.180,-4.639,True,0.420,-128.822,315.35,404.77
